Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F
Sample592	3.10E+01	1.17E+01	5.82E+01	2.29E+01	4.97E+01	2.08E+01
Sample593	1.74E+01	1.11E+01	2.15E+01	1.81E+01	2.29E+01	1.67E+01
Sample594	2.35E+01	1.54E+01	1.69E+01	2.16E+01	1.50E+01	2.28E+01
Sample595	2.41E+01	1.45E+01	1.92E+01	2.29E+01	1.52E+01	8.82E+00
Sample596	3.00E+01	3.77E+01	2.53E+01	1.57E+01	3.22E+01	3.20E+01
Sample597	5.38E+01	4.08E+01	6.43E+01	2.84E+01	4.13E+01	1.46E+01
Sample598	8.79E+00	6.77E+00	2.63E+01	2.16E+01	1.91E+01	2.38E+01
Sample599	1.15E+01	1.03E+01	1.35E+01	1.38E+01	1.28E+01	1.04E+01
Sample600	3.31E+01	3.75E+01	1.18E+01	2.40E+01	4.35E+01	2.36E+01
Sample601	1.46E+01	7.62E+00	1.29E+01	1.41E+01	1.04E+01	2.03E+01
Sample602	2.25E+01	9.32E+00	1.59E+01	1.61E+01	1.46E+01	1.76E+01
Sample603	2.31E+01	1.48E+01	2.76E+01	2.56E+01	2.22E+01	2.63E+01
Sample604	8.83E+00	1.00E+01	9.12E+00	1.28E+01	2.58E+01	1.68E+01
Sample605	1.83E+01	1.58E+01	1.80E+01	1.44E+01	1.48E+01	1.89E+01
Sample606	2.31E+01	1.73E+01	2.11E+01	2.21E+01	1.61E+01	1.97E+01
Sample607	1.70E+01	8.74E+00	1.52E+01	2.14E+01	7.15E+00	1.96E+01
Sample608	1.15E+01	8.86E+00	1.20E+01	2.06E+01	1.07E+01	1.88E+01
Sample609	1.78E+01	1.23E+01	1.35E+01	1.33E+01	1.26E+01	7.80E+00
Sample610	5.03E+01	3.43E+01	4.91E+01	2.35E+01	4.71E+01	1.56E+01
Sample611	1.59E+01	1.03E+01	1.67E+01	2.56E+01	2.17E+01	1.26E+01
Sample612	1.38E+01	2.72E+01	1.53E+01	7.52E+00	1.85E+01	2.28E+01
Sample613	1.11E+01	1.47E+01	2.46E+01	2.19E+01	1.83E+01	1.73E+01
Sample614	1.25E+01	2.65E+01	1.30E+01	2.45E+01	3.01E+01	1.86E+01
Sample615	1.55E+01	7.38E+00	1.86E+01	1.95E+01	1.16E+01	2.58E+01
Sample616	1.54E+01	9.82E+00	1.41E+01	2.38E+01	1.16E+01	2.55E+01
Sample617	4.91E+01	2.15E+01	6.11E+01	3.56E+01	6.68E+01	1.91E+01
Sample618	1.13E+01	1.12E+01	1.44E+01	1.91E+01	8.18E+00	2.93E+01
Sample619	1.22E+01	8.06E+00	1.88E+01	1.52E+01	1.86E+01	1.80E+01
Sample620	1.46E+01	9.41E+00	1.38E+01	4.75E+00	1.39E+01	1.80E+01
Sample621	1.52E+01	1.36E+01	2.47E+01	2.20E+01	1.34E+01	1.97E+01
Sample622	1.78E+01	1.22E+01	1.46E+01	1.82E+01	2.08E+01	1.17E+01
Sample623	2.52E+01	1.53E+01	2.53E+01	2.20E+01	1.04E+01	2.23E+01
Sample624	3.85E+01	6.30E+00	5.00E+01	2.70E+01	5.90E+01	1.83E+01
Sample625	3.06E+01	2.18E+01	2.00E+01	1.17E+01	2.22E+01	2.02E+01
Sample626	1.69E+01	6.28E+00	2.09E+01	2.06E+01	3.06E+01	2.66E+01
Sample627	2.83E+01	3.18E+01	1.77E+01	2.13E+01	3.53E+01	2.28E+01
Sample628	1.88E+01	1.38E+01	3.35E+01	1.90E+01	1.25E+01	2.99E+01
Sample629	1.32E+01	1.20E+01	1.51E+01	3.01E+01	2.31E+01	2.46E+01
Sample630	3.71E+01	2.23E+01	3.38E+01	1.84E+01	1.05E+01	2.27E+01
Sample631	1.41E+01	1.01E+01	2.18E+01	2.40E+01	2.01E+01	2.05E+01
Sample632	1.57E+01	1.37E+01	2.17E+01	2.65E+01	1.38E+01	7.29E+00
Sample633	4.00E+01	8.49E+00	5.32E+01	3.06E+01	5.76E+01	1.95E+01
Sample634	4.36E+01	7.61E+00	4.74E+01	2.89E+01	5.31E+01	8.19E+00
Sample635	1.64E+01	1.20E+01	1.12E+01	1.36E+01	1.42E+01	1.11E+01
Sample636	8.11E+00	8.64E+00	1.54E+01	1.30E+01	1.96E+01	1.00E+01
Sample637	1.96E+01	1.46E+01	1.37E+01	2.07E+01	1.91E+01	1.78E+01
Sample638	1.16E+01	1.16E+01	1.52E+01	9.41E+00	7.64E+00	1.44E+01
Sample639	2.33E+01	9.03E+00	1.58E+01	2.13E+01	1.10E+01	9.64E+00
Sample640	4.17E+01	1.17E+01	4.77E+01	2.12E+01	4.64E+01	1.68E+01
Sample641	1.49E+01	5.16E+00	1.27E+01	2.05E+01	2.22E+01	1.35E+01
Sample642	1.86E+01	1.35E+01	1.70E+01	1.90E+01	1.77E+01	1.33E+01
Sample643	1.78E+01	2.60E+01	1.37E+01	1.75E+01	2.55E+01	2.37E+01
Sample644	3.14E+01	1.25E+01	4.63E+01	3.19E+01	4.28E+01	1.66E+01
Sample645	2.86E+01	1.01E+01	1.27E+01	2.19E+01	1.21E+01	2.32E+01
Sample646	5.44E+01	2.23E+01	5.86E+01	2.82E+01	4.81E+01	1.69E+01
Sample647	4.67E+01	8.23E+00	5.30E+01	3.05E+01	6.71E+01	1.54E+01
Sample648	3.86E+01	2.75E+01	5.24E+01	2.16E+01	4.55E+01	1.38E+01
Sample649	1.89E+01	5.75E+00	1.21E+01	1.62E+01	2.20E+01	1.82E+01
Sample650	1.45E+01	1.35E+01	3.13E+01	3.01E+01	2.62E+01	1.47E+01
Sample651	2.07E+01	1.24E+01	1.48E+01	1.17E+01	1.88E+01	1.42E+01
Sample652	1.70E+01	1.15E+01	2.75E+01	2.39E+01	2.19E+01	1.73E+01
Sample653	2.82E+01	1.10E+01	2.38E+01	2.57E+01	8.60E+00	2.37E+01
Sample654	2.61E+01	1.35E+01	3.37E+01	2.74E+01	3.52E+01	1.67E+01
Sample655	1.53E+01	1.32E+01	1.39E+01	2.10E+01	1.38E+01	1.03E+01
Sample656	1.89E+01	5.37E+00	1.55E+01	1.74E+01	1.08E+01	1.78E+01
Sample657	1.74E+01	1.15E+01	2.40E+01	2.98E+01	1.22E+01	2.29E+01
Sample658	1.72E+01	1.23E+01	1.90E+01	2.37E+01	1.86E+01	3.01E+01
Sample659	2.16E+01	2.33E+01	1.93E+01	1.89E+01	2.23E+01	2.09E+01
Sample660	6.73E+01	4.22E+01	6.46E+01	3.06E+01	4.47E+01	9.49E+00
Sample661	3.57E+01	1.03E+01	6.33E+01	3.45E+01	6.91E+01	1.92E+01
Sample662	3.30E+01	1.20E+01	4.71E+01	2.84E+01	5.78E+01	3.22E+01
Sample663	1.32E+01	1.62E+01	1.41E+01	1.77E+01	6.87E+00	1.57E+01
Sample664	1.39E+01	1.46E+01	1.48E+01	9.74E+00	1.15E+01	1.51E+01
Sample665	2.48E+01	2.92E+01	2.45E+01	3.22E+01	3.47E+01	3.05E+01
Sample666	6.57E+01	2.84E+01	7.90E+01	2.51E+01	6.26E+01	1.46E+01
Sample667	3.23E+01	1.31E+01	2.13E+01	2.51E+01	1.50E+01	3.49E+01
Sample668	1.36E+01	7.78E+00	1.47E+01	2.50E+01	1.15E+01	1.11E+01
Sample669	2.23E+01	4.04E+01	3.57E+01	2.53E+01	4.47E+01	1.89E+01
Sample670	4.11E+01	1.43E+01	6.27E+01	2.43E+01	4.68E+01	2.37E+01
Sample671	4.30E+01	1.16E+01	5.18E+01	2.83E+01	5.91E+01	1.15E+01
Sample672	1.84E+01	1.20E+01	1.62E+01	1.32E+01	1.38E+01	1.19E+01
Sample673	1.72E+01	1.32E+01	1.70E+01	1.23E+01	1.33E+01	1.71E+01
Sample674	2.90E+01	1.55E+01	1.92E+01	1.85E+01	1.35E+01	2.40E+01
Sample675	1.83E+01	9.43E+00	1.99E+01	1.24E+01	1.55E+01	2.37E+01
Sample676	2.38E+01	3.07E+01	1.30E+01	1.91E+01	4.27E+01	1.98E+01
Sample677	1.50E+01	1.76E+01	1.84E+01	1.17E+01	9.52E+00	1.32E+01
Sample678	2.96E+01	1.77E+01	2.15E+01	1.81E+01	1.11E+01	2.69E+01
Sample679	2.36E+01	1.91E+01	2.33E+01	1.40E+01	1.21E+01	1.92E+01
Sample680	1.39E+01	4.07E+00	1.06E+01	1.06E+01	1.06E+01	2.20E+01
Sample681	1.73E+01	8.83E+00	1.68E+01	2.08E+01	1.75E+01	2.09E+01
Sample682	1.21E+01	9.82E+00	2.76E+01	1.48E+01	1.86E+01	1.72E+01
Sample683	1.62E+01	1.27E+01	1.36E+01	1.74E+01	1.06E+01	2.22E+01
Sample684	2.13E+01	1.95E+01	2.29E+01	1.90E+01	9.89E+00	1.55E+01
Sample685	5.36E+01	3.22E+01	5.98E+01	1.94E+01	3.63E+01	1.52E+01
Sample686	3.21E+01	1.24E+01	1.77E+01	1.34E+01	1.59E+01	1.42E+01
Sample687	4.75E+00	1.26E+01	1.45E+01	1.28E+01	1.12E+01	9.34E+00
Sample688	9.73E+00	8.51E+00	1.87E+01	1.80E+01	8.53E+00	1.59E+01
Sample689	1.39E+01	6.67E+00	8.21E+00	1.25E+01	7.81E+00	1.84E+01
Sample690	5.60E+01	3.03E+01	6.37E+01	3.04E+01	4.32E+01	1.72E+01
Sample691	1.44E+01	8.16E+00	8.83E+00	1.81E+01	1.89E+01	9.52E+00
Sample692	1.20E+01	1.27E+01	2.77E+01	2.45E+01	2.24E+01	2.05E+01
Sample693	1.44E+01	1.06E+01	2.60E+01	1.51E+01	2.55E+01	1.10E+01
Sample694	2.48E+01	6.97E+00	7.69E+00	2.04E+01	9.21E+00	1.91E+01
Sample695	1.68E+01	1.46E+01	2.02E+01	1.75E+01	1.11E+01	1.67E+01
Sample696	1.30E+01	9.96E+00	1.96E+01	2.75E+01	1.44E+01	2.49E+01
Sample697	4.18E+01	7.05E+00	4.84E+01	2.86E+01	4.42E+01	1.64E+01
Sample698	1.02E+01	1.86E+01	1.32E+01	1.73E+01	1.58E+01	2.19E+01
Sample699	4.78E+01	1.29E+01	4.93E+01	2.34E+01	5.96E+01	1.17E+01
Sample700	3.67E+01	1.11E+01	4.93E+01	4.24E+01	4.07E+01	2.92E+01
Sample701	1.27E+01	1.11E+01	1.52E+01	2.71E+01	2.09E+01	2.33E+01
Sample702	1.80E+01	1.01E+01	2.01E+01	1.04E+01	2.21E+01	2.22E+01
Sample703	1.85E+01	2.16E+01	1.77E+01	2.77E+01	2.02E+01	2.05E+01
Sample704	1.16E+01	7.61E+00	1.34E+01	1.92E+01	1.66E+01	6.02E+00
Sample705	3.59E+01	1.22E+01	4.36E+01	3.11E+01	4.00E+01	1.42E+01
Sample706	2.15E+01	7.54E+00	2.19E+01	2.14E+01	7.36E+00	2.16E+01
Sample707	2.51E+01	1.69E+01	1.32E+01	1.23E+01	1.44E+01	2.00E+01
Sample708	2.73E+01	6.72E+00	2.16E+01	1.76E+01	4.17E+01	3.05E+01
Sample709	1.87E+01	1.35E+01	1.92E+01	1.97E+01	2.78E+01	1.52E+01
Sample710	1.99E+01	6.79E+00	1.59E+01	1.93E+01	1.21E+01	1.92E+01
Sample711	4.32E+01	1.11E+01	6.10E+01	3.28E+01	5.15E+01	2.03E+01
Sample712	1.91E+01	1.60E+01	1.68E+01	1.63E+01	2.11E+01	9.10E+00
Sample713	2.07E+01	1.03E+01	1.69E+01	1.55E+01	9.12E+00	1.33E+01
Sample714	3.01E+01	1.23E+01	4.82E+01	3.90E+01	5.55E+01	1.81E+01
Sample715	1.28E+01	5.12E+00	3.79E+01	2.17E+01	2.57E+01	2.45E+01
Sample716	2.15E+01	1.35E+01	2.28E+01	8.09E+00	1.33E+01	2.69E+01
Sample717	4.59E+01	5.11E+00	1.00E+01	3.13E+01	1.31E+01	2.87E+01
Sample718	4.47E+01	1.45E+01	3.75E+01	2.46E+01	4.96E+01	1.51E+01
Sample719	2.68E+01	2.20E+01	4.05E+01	3.51E+01	2.80E+01	1.13E+01
Sample720	1.57E+01	1.04E+01	1.38E+01	1.04E+01	1.31E+01	1.96E+01
Sample721	9.69E+00	1.05E+01	9.19E+00	1.60E+01	1.36E+01	2.39E+01
Sample722	4.45E+01	8.72E+00	4.87E+01	2.76E+01	5.71E+01	1.51E+01
Sample723	9.45E+00	9.70E+00	1.24E+01	2.51E+01	2.23E+01	1.41E+01
Sample724	2.49E+01	1.26E+01	6.73E+00	9.61E+00	1.03E+01	9.97E+00
Sample725	3.32E+01	8.69E+00	3.85E+01	2.14E+01	4.31E+01	9.74E+00
Sample726	4.58E+01	9.61E+00	5.50E+01	2.43E+01	6.08E+01	2.40E+01
Sample727	2.38E+01	1.50E+01	1.31E+01	1.55E+01	1.93E+01	8.32E+00
Sample728	1.87E+01	1.22E+01	2.18E+01	1.39E+01	2.30E+01	1.80E+01
Sample729	1.39E+01	9.39E+00	3.25E+01	2.27E+01	3.91E+01	2.01E+01
Sample730	2.21E+01	1.33E+01	2.45E+01	1.80E+01	4.48E+01	1.91E+01
Sample731	3.54E+01	1.47E+01	2.89E+01	2.99E+01	5.00E+01	1.71E+01
Sample732	2.39E+01	1.30E+01	1.52E+01	1.77E+01	1.38E+01	1.68E+01
Sample733	1.78E+01	1.19E+01	1.76E+01	1.61E+01	1.22E+01	9.55E+00
Sample734	1.71E+01	8.03E+00	1.11E+01	2.32E+01	1.07E+01	2.74E+01
Sample735	1.35E+01	1.82E+01	1.44E+01	1.86E+01	1.36E+01	2.23E+01
Sample736	1.78E+01	1.27E+01	1.06E+01	1.66E+01	1.11E+01	1.61E+01
Sample737	2.49E+01	2.66E+01	1.79E+01	2.58E+01	2.38E+01	2.04E+01
Sample738	5.90E+01	3.26E+01	6.69E+01	2.03E+01	4.66E+01	1.48E+01
Sample739	1.40E+01	7.40E+00	2.11E+01	1.23E+01	2.55E+01	1.58E+01
Sample740	1.48E+01	1.36E+01	1.64E+01	1.27E+01	1.44E+01	1.02E+01
Sample741	1.22E+01	8.52E+00	1.48E+01	2.13E+01	1.59E+01	1.86E+01
Sample742	1.35E+01	4.16E+01	3.09E+01	1.54E+01	2.96E+01	1.72E+01
Sample743	1.33E+01	1.37E+01	1.61E+01	2.28E+01	1.56E+01	1.78E+01
Sample744	3.24E+01	9.97E+00	2.03E+01	2.60E+01	7.39E+00	1.13E+01
Sample745	1.73E+01	1.20E+01	1.71E+01	1.10E+01	1.43E+01	1.67E+01
Sample746	1.58E+01	1.89E+01	8.62E+00	2.74E+01	1.58E+01	3.22E+01
Sample747	3.08E+01	2.40E+01	3.93E+01	2.99E+01	2.59E+01	1.30E+01
Sample748	4.16E+01	1.64E+01	4.56E+01	3.39E+01	5.42E+01	2.24E+01
Sample749	1.31E+01	6.89E+00	7.14E+00	1.30E+01	1.27E+01	1.78E+01
Sample750	3.57E+01	1.03E+01	4.67E+01	2.95E+01	4.71E+01	1.34E+01
Sample751	1.25E+01	7.06E+00	1.89E+01	1.65E+01	1.19E+01	2.06E+01
Sample752	5.26E+01	4.28E+00	9.51E+00	2.22E+01	1.18E+01	3.43E+01
Sample753	8.55E+00	8.83E+00	6.67E+00	1.14E+01	5.52E+00	1.72E+01
Sample754	1.59E+01	8.32E+00	2.21E+01	1.11E+01	2.04E+01	1.00E+01
Sample755	1.96E+01	4.35E+00	1.06E+01	1.42E+01	1.11E+01	3.09E+01
Sample756	1.23E+01	7.08E+00	1.61E+01	1.78E+01	1.72E+01	2.24E+01
Sample757	3.92E+01	1.08E+01	4.95E+01	3.27E+01	4.42E+01	2.65E+01
Sample758	4.09E+01	1.84E+01	5.25E+01	2.95E+01	5.92E+01	1.48E+01
Sample759	1.89E+01	1.66E+01	1.31E+01	2.68E+01	1.71E+01	2.89E+01
Sample760	1.68E+01	9.31E+00	1.84E+01	2.36E+01	1.01E+01	1.94E+01
Sample761	1.15E+01	1.43E+01	1.42E+01	1.61E+01	1.35E+01	2.31E+01
Sample762	8.59E+00	6.60E+00	1.64E+01	1.77E+01	1.30E+01	1.69E+01
Sample763	1.24E+01	5.05E+00	1.27E+01	2.08E+01	1.57E+01	7.31E+00
Sample764	2.88E+01	8.86E+00	4.60E+01	2.15E+01	3.89E+01	1.45E+01
Sample765	2.43E+01	1.78E+01	1.56E+01	2.41E+01	8.82E+00	2.08E+01
Sample766	2.48E+01	1.02E+01	1.91E+01	1.89E+01	1.11E+01	3.26E+01
Sample767	4.03E+01	4.00E+00	6.10E+01	2.19E+01	4.48E+01	1.97E+01
Sample768	8.28E+00	1.05E+01	1.86E+01	2.09E+01	1.57E+01	1.20E+01
Sample769	2.61E+01	2.45E+01	2.13E+01	1.90E+01	1.48E+01	1.83E+01
Sample770	1.18E+01	8.48E+00	2.32E+01	1.50E+01	1.43E+01	1.22E+01
Sample771	2.50E+01	8.72E+00	1.63E+01	1.69E+01	6.71E+00	1.61E+01
Sample772	1.87E+01	1.25E+01	1.27E+01	1.65E+01	1.12E+01	1.46E+01
Sample773	1.43E+01	1.14E+01	2.10E+01	1.92E+01	1.83E+01	2.70E+01
Sample774	2.08E+01	9.67E+00	1.80E+01	1.64E+01	1.81E+01	2.47E+01
Sample775	1.66E+01	2.00E+01	2.61E+01	2.06E+01	1.51E+01	1.43E+01
Sample776	4.91E+01	1.10E+01	1.17E+01	2.03E+01	1.30E+01	3.52E+01
Sample777	4.91E+01	2.85E+01	5.58E+01	2.85E+01	3.12E+01	1.50E+01
Sample778	1.74E+01	9.70E+00	1.79E+01	2.43E+01	2.52E+01	2.23E+01
Sample779	4.67E+01	5.92E+00	6.97E+01	4.09E+01	6.77E+01	2.24E+01
Sample780	1.63E+01	8.84E+00	1.19E+01	1.45E+01	2.01E+01	1.44E+01
Sample781	2.60E+01	1.71E+01	1.25E+01	2.03E+01	9.25E+00	2.37E+01
Sample782	1.76E+01	4.50E+00	9.23E+00	1.42E+01	1.53E+01	2.48E+01
Sample783	2.82E+01	1.15E+01	1.25E+01	1.09E+01	1.02E+01	1.69E+01
Sample784	3.46E+01	4.90E+01	2.06E+01	1.67E+01	4.50E+01	2.59E+01
Sample785	1.37E+01	1.09E+01	1.12E+01	2.22E+01	7.79E+00	1.88E+01
Sample786	1.33E+01	1.16E+01	1.95E+01	2.62E+01	1.08E+01	1.80E+01
Sample787	2.24E+01	1.48E+01	1.80E+01	1.82E+01	1.35E+01	2.68E+01
Sample788	4.67E+01	1.15E+01	3.95E+01	3.30E+01	5.19E+01	2.40E+01
Sample789	3.64E+01	1.41E+01	3.81E+01	4.72E+01	4.63E+01	1.50E+01
Sample790	1.27E+01	7.33E+00	1.65E+01	1.54E+01	1.68E+01	2.12E+01
Sample791	1.26E+01	1.23E+01	1.36E+01	1.26E+01	1.30E+01	1.43E+01
Sample792	1.58E+01	1.72E+01	1.17E+01	1.59E+01	1.20E+01	2.39E+01
Sample793	7.50E+00	2.00E+01	3.25E+01	2.89E+01	1.56E+01	2.68E+01
Sample794	1.77E+01	1.83E+01	1.81E+01	1.19E+01	1.36E+01	2.23E+01
Sample795	1.29E+01	1.80E+01	2.29E+01	1.74E+01	1.75E+01	2.52E+01
Sample796	1.01E+01	2.11E+01	2.53E+01	1.68E+01	1.39E+01	2.36E+01
Sample797	1.39E+01	1.19E+01	1.04E+01	2.04E+01	1.71E+01	1.45E+01
Sample798	3.98E+01	1.13E+01	4.59E+01	2.40E+01	5.34E+01	1.92E+01
Sample799	4.47E+01	8.56E+00	6.14E+01	2.66E+01	5.83E+01	1.87E+01
Sample800	1.46E+01	1.10E+01	1.26E+01	1.83E+01	1.82E+01	1.55E+01
Sample801	1.21E+01	1.57E+01	1.62E+01	2.16E+01	1.08E+01	2.39E+01
Sample802	3.17E+01	1.22E+01	3.14E+01	3.03E+01	2.72E+01	8.99E+00
Sample803	1.28E+01	8.02E+00	1.58E+01	1.55E+01	5.75E+00	2.42E+01
Sample804	1.58E+01	1.33E+01	1.89E+01	1.66E+01	9.50E+00	1.71E+01
Sample805	1.72E+01	9.61E+00	1.34E+01	1.67E+01	1.52E+01	1.98E+01
Sample806	1.65E+01	6.97E+00	1.73E+01	1.90E+01	1.60E+01	2.03E+01
Sample807	1.44E+01	1.58E+01	1.84E+01	1.16E+01	1.11E+01	1.71E+01
Sample808	1.88E+01	1.92E+01	1.45E+01	1.93E+01	9.22E+00	1.14E+01
Sample809	4.58E+01	9.13E+00	5.43E+01	2.68E+01	6.60E+01	1.39E+01
Sample810	1.21E+01	1.46E+01	6.87E+00	1.62E+01	1.15E+01	2.03E+01
Sample811	2.12E+01	1.05E+01	1.55E+01	1.13E+01	1.47E+01	1.56E+01
Sample812	1.62E+01	1.24E+01	2.48E+01	2.72E+01	1.85E+01	2.22E+01
Sample813	1.12E+01	1.55E+01	1.03E+01	1.78E+01	1.40E+01	2.20E+01
Sample814	1.89E+01	9.60E+00	1.37E+01	1.27E+01	1.92E+01	1.31E+01
Sample815	2.44E+01	1.34E+01	1.86E+01	1.41E+01	1.25E+01	1.65E+01
Sample816	5.02E+01	9.57E+00	6.00E+01	3.27E+01	6.17E+01	2.40E+01
Sample817	2.33E+01	1.14E+01	1.72E+01	2.00E+01	1.22E+01	3.84E+01
Sample818	1.43E+01	2.55E+01	1.44E+01	1.38E+01	1.75E+01	1.47E+01
Sample819	2.44E+01	1.26E+01	2.71E+01	1.33E+01	2.73E+01	1.99E+01
Sample820	1.92E+01	1.96E+01	2.61E+01	1.51E+01	9.48E+00	1.16E+01
Sample821	2.36E+01	1.34E+01	1.72E+01	1.71E+01	1.46E+01	1.64E+01
Sample822	1.44E+01	1.04E+01	2.27E+01	1.43E+01	8.09E+00	1.24E+01
Sample823	3.11E+01	1.04E+01	2.22E+01	1.54E+01	1.05E+01	2.29E+01
Sample824	1.87E+01	6.39E+00	1.16E+01	1.53E+01	6.19E+00	1.59E+01
Sample825	1.93E+01	1.41E+01	1.89E+01	2.97E+01	2.58E+01	2.22E+01
Sample826	3.41E+01	1.20E+01	3.84E+01	2.93E+01	4.76E+01	6.64E+00
Sample827	2.35E+01	1.41E+01	2.28E+01	1.50E+01	1.26E+01	3.22E+01
Sample828	1.16E+01	1.26E+01	1.90E+01	1.35E+01	1.96E+01	1.78E+01
Sample829	1.72E+01	1.14E+01	1.79E+01	2.18E+01	1.51E+01	1.21E+01
Sample830	3.39E+01	3.15E+01	4.89E+01	2.70E+01	3.93E+01	2.29E+01
Sample831	1.68E+01	1.52E+01	2.26E+01	1.74E+01	1.24E+01	3.23E+01
Sample832	3.85E+01	1.39E+01	3.24E+01	1.94E+01	5.29E+01	2.18E+01
Sample833	1.98E+01	9.97E+00	7.34E+00	1.60E+01	8.90E+00	2.03E+01
Sample834	1.42E+01	7.63E+00	2.00E+01	1.96E+01	1.24E+01	8.82E+00
Sample835	4.77E+01	4.11E+00	1.34E+01	2.09E+01	1.41E+01	2.75E+01
Sample836	2.05E+01	1.21E+01	1.73E+01	2.19E+01	1.60E+01	1.92E+01
Sample837	4.32E+01	1.07E+01	4.33E+01	3.74E+01	5.59E+01	1.51E+01
Sample838	2.10E+01	1.14E+01	1.59E+01	1.57E+01	1.09E+01	1.46E+01
Sample839	1.54E+01	1.43E+01	2.26E+01	2.77E+01	1.49E+01	2.27E+01
Sample840	8.31E+00	2.21E+01	2.14E+01	5.26E+01	7.19E+01	1.84E+01
Sample841	2.79E+01	1.37E+01	3.95E+01	1.37E+01	4.15E+01	1.75E+01
Sample842	2.83E+01	1.31E+01	1.47E+01	1.55E+01	1.22E+01	1.56E+01
Sample843	4.39E+01	8.56E+00	1.16E+01	2.44E+01	1.40E+01	2.59E+01
Sample844	2.02E+01	8.87E+00	1.34E+01	2.27E+01	9.86E+00	2.66E+01
Sample845	4.51E+01	8.59E+00	6.61E+01	2.13E+01	5.81E+01	1.86E+01
Sample846	2.07E+01	2.14E+01	2.20E+01	1.57E+01	2.38E+01	3.06E+01
Sample847	2.36E+01	1.57E+01	1.50E+01	1.77E+01	1.90E+01	1.92E+01
Sample848	2.08E+01	1.27E+01	1.43E+01	1.07E+01	1.05E+01	1.75E+01
Sample849	1.84E+01	2.83E+01	1.51E+01	1.90E+01	3.57E+01	2.04E+01
Sample850	1.65E+01	1.76E+01	2.43E+01	1.99E+01	1.46E+01	2.36E+01
Sample851	1.85E+01	9.09E+00	1.96E+01	2.26E+01	2.41E+01	2.85E+01
Sample852	1.27E+01	1.14E+01	2.08E+01	2.59E+01	1.04E+01	2.45E+01
Sample853	3.41E+01	1.19E+01	4.38E+01	3.61E+01	4.43E+01	1.70E+01
Sample854	2.22E+01	1.58E+01	1.41E+01	1.95E+01	1.91E+01	2.29E+01
Sample855	4.21E+01	6.62E+00	1.52E+01	2.68E+01	1.18E+01	2.27E+01
Sample856	2.13E+01	1.34E+01	1.55E+01	2.22E+01	1.39E+01	1.24E+01
Sample857	1.90E+01	1.73E+01	1.52E+01	1.82E+01	1.91E+01	1.66E+01
Sample858	1.20E+01	9.79E+00	1.60E+01	1.38E+01	1.90E+01	3.45E+01
Sample859	2.23E+01	3.86E+01	2.54E+01	1.35E+01	3.52E+01	3.18E+01
Sample860	6.84E+00	1.48E+01	1.84E+01	1.31E+01	1.19E+01	2.22E+01
Sample861	1.79E+01	9.70E+00	1.55E+01	1.44E+01	1.79E+01	2.42E+01
Sample862	1.31E+01	1.42E+01	1.40E+01	2.39E+01	2.26E+01	2.10E+01
Sample863	1.58E+01	7.76E+00	2.00E+01	1.41E+01	1.25E+01	1.21E+01
Sample864	1.77E+01	7.99E+00	2.55E+01	2.33E+01	2.82E+01	1.68E+01
Sample865	3.98E+01	1.18E+01	5.09E+01	2.70E+01	4.88E+01	2.36E+01
Sample866	8.37E+00	1.15E+01	1.55E+01	1.32E+01	1.46E+01	1.42E+01
Sample867	1.54E+01	8.69E+00	1.62E+01	1.84E+01	1.52E+01	1.50E+01
Sample868	3.20E+01	1.49E+01	2.89E+01	2.05E+01	1.49E+01	1.98E+01
Sample869	1.37E+01	1.22E+01	2.04E+01	3.43E+01	1.43E+01	2.58E+01
Sample870	1.21E+01	1.83E+01	2.00E+01	1.51E+01	1.81E+01	1.67E+01
Sample871	1.20E+01	2.23E+01	1.37E+01	4.17E+01	2.07E+01	3.53E+01
Sample872	3.80E+01	7.58E+00	4.94E+00	2.50E+01	9.77E+00	2.19E+01
Sample873	3.74E+01	1.80E+01	3.18E+01	3.19E+01	5.12E+01	1.06E+01
Sample874	1.79E+01	7.73E+00	1.19E+01	2.10E+01	9.71E+00	3.01E+01
Sample875	1.07E+01	1.88E+01	2.88E+01	3.41E+01	3.03E+01	1.62E+01
Sample876	1.68E+01	7.22E+00	3.09E+01	2.15E+01	1.44E+01	2.57E+01
Sample877	5.14E+01	4.54E+00	1.12E+01	3.85E+01	1.13E+01	2.75E+01
Sample878	6.93E+01	2.65E+01	5.56E+01	2.86E+01	4.91E+01	1.61E+01
Sample879	2.64E+01	1.53E+01	2.94E+01	2.51E+01	7.44E+00	1.90E+01
Sample880	2.77E+01	2.36E+01	3.31E+01	3.20E+01	2.41E+01	2.16E+01
Sample881	1.38E+01	1.02E+01	8.47E+00	2.26E+01	2.93E+01	1.74E+01
Sample882	1.34E+01	7.63E+00	1.65E+01	2.21E+01	2.34E+01	1.72E+01
Sample883	3.06E+01	9.05E+00	3.52E+01	1.62E+01	3.25E+01	9.99E+00
Sample884	1.90E+01	1.13E+01	1.25E+01	2.51E+01	1.68E+01	1.84E+01
Sample885	1.37E+01	1.39E+01	1.61E+01	8.26E+00	1.51E+01	1.92E+01
Sample886	1.80E+01	8.23E+00	1.07E+01	2.22E+01	1.09E+01	2.55E+01
Sample887	1.61E+01	9.46E+00	1.99E+01	1.58E+01	2.21E+01	1.12E+01
Sample888	2.14E+01	6.37E+00	2.06E+01	2.54E+01	1.60E+01	1.02E+01
